OrderID,CustomerID,Customer Name,Email,Phone_no,City,Category,Product,Quantity,UnitPrice,Discount_Pct,PaymentMethod,OrderDate,Status,Rating,Average_Rating,Total_Amount,Invalid Price,Invalid Quantity,Invalid Rating,Invalid Date
ORD010900,CUST04562,Manish Singh,manish.singh585@yahoo.com,9121346154,Indore,Home Decor,Cushion Cover,10,506.97,10,Cash on Delivery,18-03-2023,Delivered,2,3.500323947,4562.73,Valid,Valid,Valid,Valid
ORD019423,CUST02617,Suresh Gupta,suresh.gupta977@yahoo.com,9387455627,Pune,Home Decor,Mirror,2,1156.01,10,Credit Card,28-10-2022,Cancelled,5,3.500323947,2080.82,Valid,Valid,Valid,Valid
ORD001815,CUST03074,Ivy Verma,ivy.verma150@gmail.com,9461051860,Surat,Books,Web Dev Book,8,583.23,20,Credit Card,07-10-2024,Delivered,4,3.500323947,3732.67,Valid,Valid,Valid,Valid
ORD003352,CUST00913,Harsha Mehta,harsha.mehta654@gmail.com,Not Available,Hyderabad,Toys,Toy Train,2,456.67,20,Credit Card,10-10-2022,Delivered,3,3.500323947,730.67,Valid,Valid,Valid,Valid
ORD005776,CUST00550,Gaurav Sharma,gaurav.sharma800@gmail.com,9992325934,Bengaluru,Automotive,LED Strip,3,639.44,15,Net Banking,24-12-2023,Shipped,5,3.500323947,1630.57,Valid,Valid,Valid,Valid
ORD019629,CUST00310,Jack Malhotra,jack.malhotra683@gmail.com,9702058505,Pune,Groceries,Sugar 1kg,1,132.36,10,Net Banking,02-04-2024,Returned,5,3.500323947,119.12,Valid,Valid,Valid,Valid
ORD009598,CUST01065,Aarav Kumar,aarav.kumar316@gmail.com,9612182302,Lucknow,Automotive,Car Perfume,8,661.02,25,Cash on Delivery,05-08-2024,Delivered,0,3.500323947,3966.12,Valid,Valid,Invalid,Valid
ORD001677,CUST04917,Jack Pillai,jack.pillai701@gmail.com,Not Available,Indore,Groceries,Sugar 1kg,8,297.78,10,Wallet,09-02-2024,Delivered,5,3.500323947,2144.02,Valid,Valid,Valid,Valid
ORD010364,CUST02105,Suresh Joshi,suresh.joshi261@gmail.com,8390492456,Bengaluru,Electronics,Tablet,5,1605.98,10,Cash on Delivery,31-01-2024,Delivered,3,3.500323947,7226.91,Valid,Valid,Valid,Valid
ORD003350,CUST03314,Hank Nair,hank.nair163@gmail.com,9551967909,Ahmedabad,Sports,Skipping Rope,10,1477.98,20,Net Banking,15-07-2022,Delivered,5,3.500323947,11823.84,Valid,Valid,Valid,Valid
ORD014735,CUST03702,Hank Reddy,hank.reddy717@gmail.com,9471540224,Kanpur,Groceries,Coffee 200g,8,66.31,15,Net Banking,21-02-2023,Pending,5,3.500323947,450.91,Valid,Valid,Valid,Valid
ORD005648,CUST04086,Priya Malhotra,priya.malhotra434@gmail.com,9744582516,Kanpur,Sports,Dumbbells,9,923.13,10,UPI,15-11-2023,Delivered,4,3.500323947,7477.35,Valid,Valid,Valid,Valid
ORD017383,CUST03212,Sanjay Rao,Not Available,9863820114,Jaipur,Toys,Board Game,10,903.92,25,Debit Card,16-11-2024,Delivered,4,3.500323947,6779.4,Valid,Valid,Valid,Valid
ORD012867,CUST04830,Arjun Rao,arjun.rao958@gmail.com,9288151922,Nagpur,Electronics,Camera,3,2009.26,5,UPI,01-02-2024,Delivered,4,3.500323947,5726.39,Valid,Valid,Valid,Valid
ORD000948,CUST00555,Ishaan Verma,ishaan.verma796@gmail.com,9475678863,Surat,Automotive,Dash Cam,3,1107.45,15,Wallet,14-04-2023,Shipped,3,3.500323947,2824,Valid,Valid,Valid,Valid
ORD001862,CUST02888,Charlie Gupta,charlie.gupta888@gmail.com,9132142170,Nagpur,Groceries,Coffee 200g,3,155.37,10,Net Banking,22-06-2022,Shipped,4,3.500323947,419.5,Valid,Valid,Valid,Valid
ORD007723,CUST02150,Rajan Pillai,rajan.pillai862@gmail.com,Not Available,Delhi,Automotive,Seat Cushion,9,1283.95,25,Debit Card,23-12-2022,Delivered,1,3.500323947,8666.66,Valid,Valid,Valid,Valid
ORD015741,CUST02193,Tanvi Das,tanvi.das135@yahoo.com,9954642919,Mumbai,Books,Data Science 101,7,969.83,5,Net Banking,16-07-2023,Cancelled,4,3.500323947,6449.37,Valid,Valid,Valid,Valid
ORD005195,CUST00132,Ivy Bose,ivy.bose403@gmail.com,Not Available,Ahmedabad,Clothing,Kurta,4,1221.8,0,Debit Card,23-09-2024,Processing,3,3.500323947,4887.2,Valid,Valid,Valid,Valid
ORD007509,CUST04908,Eve Iyer,eve.iyer862@gmail.com,Not Available,Nagpur,Books,Management,3,788.83,10,Wallet,08-08-2023,Delivered,3,3.500323947,2129.84,Valid,Valid,Valid,Valid
ORD004316,CUST02611,Gaurav Rao,gaurav.rao976@gmail.com,9144404695,Kanpur,Clothing,Salwar,5,1102.79,10,Net Banking,12-12-2023,Delivered,3,3.500323947,4962.56,Valid,Valid,Valid,Valid
ORD009555,CUST01006,Deepa Das,deepa.das417@gmail.com,9525943626,Jaipur,Furniture,Cabinet,9,4593.36,15,Wallet,22-11-2023,Shipped,3,3.500323947,35139.2,Valid,Valid,Valid,Valid
ORD012194,CUST03523,Usha Malhotra,usha.malhotra141@yahoo.com,9835191013,Jaipur,Toys,Play Kitchen,4,877.77,,UPI,25-02-2023,Shipped,5,3.500323947,3511.08,Valid,Valid,Valid,Valid
ORD004262,CUST03177,Aditi Reddy,aditi.reddy746@gmail.com,9648772623,Surat,Electronics,Printer,7,1854.31,25,Debit Card,16-04-2023,Returned,4,3.500323947,9735.13,Valid,Valid,Valid,Valid
ORD014845,CUST01334,Ivy Hegde,ivy.hegde943@gmail.com,9178140096,Surat,Toys,Action Figure,3,959.29,20,Debit Card,10-01-2022,Delivered,3,3.500323947,2302.3,Valid,Valid,Valid,Valid
ORD012661,CUST03214,Divya Nair,divya.nair924@gmail.com,9289152576,Chennai,Furniture,Wardrobe,7,2044.08,15,Cash on Delivery,09-03-2022,Delivered,4,3.500323947,12162.28,Valid,Valid,Valid,Valid
ORD001841,CUST02642,Not Available,bob.nair277@yahoo.com,9811295998,Hyderabad,Furniture,Desk,10,4103.09,5,Credit Card,28-04-2023,Delivered,0,3.500323947,38979.36,Valid,Valid,Invalid,Valid
ORD001175,CUST00483,Kavya Rao,kavya.rao166@gmail.com,9804672416,Lucknow,Clothing,Dress,7,212.35,25,UPI,04-08-2022,Returned,0,3.500323947,1114.84,Valid,Valid,Invalid,Valid
ORD001354,CUST04341,Suresh Sharma,suresh.sharma952@gmail.com,9950218869,Indore,Clothing,T-Shirt,1,685.01,15,Net Banking,07-06-2024,Cancelled,3,3.500323947,582.26,Valid,Valid,Valid,Valid
ORD019338,CUST04387,Zara Das,zara.das130@gmail.com,9770461981,Surat,Furniture,Wardrobe,6,2449.63,5,UPI,27-02-2024,Delivered,5,3.500323947,13962.89,Valid,Valid,Valid,Valid
ORD003202,CUST04093,Bob Singh,bob.singh653@yahoo.com,9959298029,Chennai,Groceries,Salt 1kg,8,172.12,5,Cash on Delivery,22-01-2023,Delivered,0,3.500323947,1308.11,Valid,Valid,Invalid,Valid
ORD000526,CUST00984,Hank Iyer,hank.iyer204@gmail.com,9264123803,Lucknow,Beauty,Sunscreen,6,345.24,25,Credit Card,26-03-2023,Delivered,3,3.500323947,1553.58,Valid,Valid,Valid,Valid
ORD019966,CUST01208,Jack Hegde,jack.hegde837@gmail.com,9605350519,Nagpur,Automotive,Car Cover,2,1468.14,0,UPI,05-11-2024,Shipped,5,3.500323947,2936.28,Valid,Valid,Valid,Valid
ORD012575,CUST01814,Grace Verma,grace.verma700@gmail.com,Not Available,Surat,Home Decor,Mirror,1,849.3,0,Net Banking,12-06-2024,Delivered,3,3.500323947,849.3,Valid,Valid,Valid,Valid
ORD016393,CUST04604,Rohit Verma,rohit.verma986@gmail.com,9844693988,Jaipur,Toys,Action Figure,8,1593.33,20,Cash on Delivery,27-02-2024,Returned,4,3.500323947,10197.31,Valid,Valid,Valid,Valid
ORD008706,CUST03846,Charlie Joshi,charlie.joshi380@gmail.com,9897259023,Lucknow,Beauty,Perfume,3,769.61,20,Wallet,09-10-2022,Delivered,5,3.500323947,1847.06,Valid,Valid,Valid,Valid
ORD002574,CUST01994,Amit Iyer,amit.iyer540@gmail.com,9666445547,Mumbai,Groceries,Spices Mix,2,81.37,20,Net Banking,04-05-2022,Cancelled,2,3.500323947,130.19,Valid,Valid,Valid,Valid
ORD010409,CUST03398,Jack Singh,jack.singh375@gmail.com,9704555432,Chennai,Furniture,Wardrobe,5,1401.86,10,Cash on Delivery,18-09-2023,Processing,4,3.500323947,6308.37,Valid,Valid,Valid,Valid
ORD019157,CUST04951,Ivy Pillai,ivy.pillai100@yahoo.com,9758744767,Surat,Toys,Play Kitchen,10,1188.64,5,UPI,14-12-2023,Delivered,4,3.500323947,11292.08,Valid,Valid,Valid,Valid
ORD018557,CUST03087,Sandeep Shah,sandeep.shah521@yahoo.com,9984011638,Delhi,Clothing,Blazer,10,836.29,25,Cash on Delivery,03-12-2023,Pending,4,3.500323947,6272.18,Valid,Valid,Valid,Valid
ORD018214,CUST02111,Grace Singh,grace.singh761@yahoo.com,9328863424,Jaipur,Furniture,Chair,4,3617.78,0,Debit Card,09-05-2022,Returned,5,3.500323947,14471.12,Valid,Valid,Valid,Valid
ORD000577,CUST00884,Aditi Singh,aditi.singh70@yahoo.com,9274222148,Surat,Toys,Remote Car,1,1599.85,5,UPI,16-09-2024,Delivered,0,3.500323947,1519.86,Valid,Valid,Invalid,Valid
ORD005529,CUST03225,Hank Das,hank.das863@gmail.com,9199031436,Ahmedabad,Books,Statistics,1,757.58,15,Debit Card,17-11-2024,Delivered,4,3.500323947,643.94,Valid,Valid,Valid,Valid
ORD013167,CUST03168,Sneha Joshi,sneha.joshi405@gmail.com,9106620067,Lucknow,Groceries,Biscuits,4,415.32,10,Debit Card,27-01-2024,Delivered,2,3.500323947,1495.15,Valid,Valid,Valid,Valid
ORD001764,CUST03658,Kavya Iyer,Not Available,9326426949,Surat,Sports,Tennis Racket,3,279.99,25,Cash on Delivery,05-05-2023,Delivered,5,3.500323947,629.98,Valid,Valid,Valid,Valid
ORD011569,CUST00120,Rohit Shah,rohit.shah651@gmail.com,8298991357,Hyderabad,Automotive,LED Strip,2,277.42,25,Credit Card,15-08-2022,Delivered,2,3.500323947,416.13,Valid,Valid,Valid,Valid
ORD012449,CUST04099,Suresh Hegde,suresh.hegde749@gmail.com,9587476531,Kolkata,Automotive,Car Cover,3,1462.63,5,Cash on Delivery,23-03-2024,Delivered,2,3.500323947,4168.5,Valid,Valid,Valid,Valid
ORD019650,CUST02215,Hank Singh,hank.singh154@gmail.com,9277755555,Kolkata,Electronics,Headphones,3,1685.71,25,UPI,30-06-2024,Delivered,4,3.500323947,3792.85,Valid,Valid,Valid,Valid
ORD014581,CUST00389,Arjun Patel,arjun.patel169@yahoo.com,9544129524,Nagpur,Home Decor,Curtains,5,2465.94,25,Credit Card,30-08-2022,Delivered,5,3.500323947,9247.28,Valid,Valid,Valid,Valid
ORD009403,CUST04922,Alice Das,alice.das82@gmail.com,9768973824,Nagpur,Clothing,Kurta,3,1369.86,5,Credit Card,23-04-2023,Returned,1,3.500323947,3904.1,Valid,Valid,Valid,Valid
ORD006395,CUST02729,Neha Verma,neha.verma995@gmail.com,9834687042,Ahmedabad,Clothing,Hoodie,8,1109.48,0,Net Banking,13-09-2022,Delivered,3,3.500323947,8875.84,Valid,Valid,Valid,Valid
ORD000041,CUST02365,Nikhil Menon,nikhil.menon423@gmail.com,8813599428,Surat,Furniture,Bookshelf,3,4163.11,15,UPI,19-07-2023,Shipped,5,3.500323947,10615.93,Valid,Valid,Valid,Valid
ORD018368,CUST00228,Hank Joshi,hank.joshi331@gmail.com,9200850830,Not Available,Furniture,Bookshelf,5,1821.6,15,Credit Card,23-03-2023,Shipped,4,3.500323947,7741.8,Valid,Valid,Valid,Valid
ORD009094,CUST03311,Pooja Iyer,pooja.iyer353@yahoo.com,9264549853,Chennai,Groceries,Flour 2kg,6,433.85,,Cash on Delivery,27-01-2022,Shipped,3,3.500323947,2603.1,Valid,Valid,Valid,Valid
ORD009201,CUST02607,Vikas Hegde,vikas.hegde505@yahoo.com,9350090381,Bengaluru,Books,Management,8,493.05,0,Credit Card,12-05-2022,Delivered,4,3.500323947,3944.4,Valid,Valid,Valid,Valid
ORD016496,CUST04851,Harsha Gupta,harsha.gupta258@yahoo.com,9382443544,Bengaluru,Home Decor,Plant Pot,10,1716.35,15,Cash on Delivery,05-07-2022,Shipped,3,3.500323947,14588.98,Valid,Valid,Valid,Valid
ORD019099,CUST00824,Vijay Pillai,vijay.pillai254@gmail.com,9123550800,Kanpur,Automotive,Tire Inflator,3,319.93,10,Wallet,20-04-2022,Pending,4,3.500323947,863.81,Valid,Valid,Valid,Valid
ORD015860,CUST03962,Frank Das,frank.das922@yahoo.com,9686600006,Jaipur,Sports,Tennis Racket,7,1600.27,5,Cash on Delivery,18-06-2022,Delivered,2,3.500323947,10641.8,Valid,Valid,Valid,Valid
ORD013938,CUST04970,Aarav Das,aarav.das670@gmail.com,9345258143,Lucknow,Furniture,Coffee Table,10,2520.82,5,Net Banking,13-09-2023,Processing,2,3.500323947,23947.79,Valid,Valid,Valid,Valid
ORD012870,CUST04608,Amit Das,amit.das119@gmail.com,9823957525,Indore,Groceries,Biscuits,2,121.48,0,Net Banking,07-08-2023,Cancelled,4,3.500323947,242.96,Valid,Valid,Valid,Valid
ORD002985,CUST01188,Grace Sharma,grace.sharma749@gmail.com,9733855730,Delhi,Home Decor,Vase,7,582.13,15,Credit Card,09-05-2022,Shipped,4,3.500323947,3463.67,Valid,Valid,Valid,Valid
ORD000279,CUST00807,Kiran Pillai,kiran.pillai429@gmail.com,9115583541,Lucknow,Clothing,T-Shirt,8,436.25,5,Wallet,05-02-2022,Shipped,3,3.500323947,3315.5,Valid,Valid,Valid,Valid
ORD016548,CUST02093,Diana Sharma,diana.sharma332@gmail.com,9469369670,Chennai,Automotive,Car Cover,1,687,5,Credit Card,04-01-2024,Delivered,3,3.500323947,652.65,Valid,Valid,Valid,Valid
ORD015923,CUST03539,Ivy Gupta,ivy.gupta383@gmail.com,phone number,Ahmedabad,Furniture,Coffee Table,6,1659.86,20,Credit Card,23-01-2024,Delivered,4,3.500323947,7967.33,Valid,Valid,Valid,Valid
ORD019053,CUST04787,Frank Iyer,frank.iyer514@yahoo.com,9595147889,Kolkata,Groceries,Oil 1L,5,246.04,20,Debit Card,10-09-2024,Delivered,5,3.500323947,984.16,Valid,Valid,Valid,Valid
ORD003395,CUST04094,Ivy Singh,ivy.singh385@yahoo.com,9823399009,Indore,Electronics,Keyboard,8,414.69,,Cash on Delivery,12-09-2023,Returned,3,3.500323947,3317.52,Valid,Valid,Valid,Valid
ORD017891,CUST02647,Divya Shah,divya.shah425@gmail.com,Not Available,Nagpur,Books,AI Primer,6,440.88,,UPI,12-10-2024,Delivered,5,3.500323947,2645.28,Valid,Valid,Valid,Valid
ORD016256,CUST01452,Vikas Mehta,vikas.mehta426@gmail.com,9381507805,Jaipur,Clothing,Salwar,3,432.74,10,Cash on Delivery,06-01-2022,Delivered,5,3.500323947,1168.4,Valid,Valid,Valid,Valid
ORD003760,CUST00257,Tanvi Singh,tanvi.singh282@gmail.com,9287851112,Chennai,Furniture,Bookshelf,4,4448.59,25,UPI,06-04-2022,Delivered,5,3.500323947,13345.77,Valid,Valid,Valid,Valid
ORD019776,CUST01965,Tanvi Rao,Not Available,9857318536,Mumbai,Toys,Action Figure,7,1058.58,5,Cash on Delivery,02-05-2023,Shipped,5,3.500323947,7039.56,Valid,Valid,Valid,Valid
ORD004338,CUST00235,Aditi Nair,aditi.nair327@yahoo.com,9267874923,Surat,Home Decor,Photo Frame,7,1737.36,0,Wallet,30-10-2022,Delivered,4,3.500323947,12161.52,Valid,Valid,Valid,Valid
ORD017233,CUST02702,Sanjay Rao,sanjay.rao198@gmail.com,9937235600,Chennai,Sports,Cricket Bat,4,414.27,10,Wallet,08-09-2023,Cancelled,4,3.500323947,1491.37,Valid,Valid,Valid,Valid
ORD011247,CUST01976,Harsha Patel,harsha.patel636@gmail.com,9431960330,Mumbai,Home Decor,Photo Frame,5,2461.8,20,Cash on Delivery,06-12-2023,Shipped,3,3.500323947,9847.2,Valid,Valid,Valid,Valid
ORD017564,CUST00366,Bob Malhotra,bob.malhotra105@gmail.com,9237109931,Mumbai,Toys,Stuffed Animal,6,758.66,10,Net Banking,31-03-2023,Delivered,5,3.500323947,4096.76,Valid,Valid,Valid,Valid
ORD009949,CUST02224,Kiran Singh,kiran.singh25@gmail.com,9994698618,Lucknow,Beauty,Shampoo,8,637.39,25,UPI,18-09-2024,Cancelled,4,3.500323947,3824.34,Valid,Valid,Valid,Valid
ORD007384,CUST03835,Bob Malhotra,bob.malhotra708@gmail.com,phone number,Kanpur,Automotive,Car Cover,1,854.7,20,Net Banking,29-08-2023,Delivered,5,3.500323947,683.76,Valid,Valid,Valid,Valid
ORD011533,CUST03031,Aarav Kumar,aarav.kumar346@gmail.com,9719305146,Bengaluru,Electronics,Headphones,5,2189.5,0,Credit Card,18-01-2024,Delivered,3,3.500323947,10947.5,Valid,Valid,Valid,Valid
ORD003483,CUST00795,Arjun Sharma,arjun.sharma521@yahoo.com,9403485176,Ahmedabad,Groceries,Dal 1kg,3,345.45,5,Credit Card,04-07-2022,Delivered,2,3.500323947,984.53,Valid,Valid,Valid,Valid
ORD015767,CUST04879,Priya Pillai,priya.pillai324@yahoo.com,9717706100,Nagpur,Sports,Skipping Rope,3,1225.38,,Cash on Delivery,24-12-2023,Shipped,1,3.500323947,3676.14,Valid,Valid,Valid,Valid
ORD001664,CUST02650,Grace Reddy,grace.reddy291@yahoo.com,9512626761,Lucknow,Toys,Puzzle,3,1200.24,15,Debit Card,04-11-2023,Delivered,3,3.500323947,3060.61,Valid,Valid,Valid,Valid
ORD007102,CUST01051,Alice Joshi,alice.joshi689@gmail.com,9216766456,Hyderabad,Sports,Yoga Mat,3,308.79,15,UPI,16-04-2022,Delivered,0,3.500323947,787.41,Valid,Valid,Invalid,Valid
ORD015971,CUST02420,Priya Verma,priya.verma882@gmail.com,9600332215,Lucknow,Groceries,Spices Mix,5,361.13,15,Net Banking,21-06-2024,Delivered,5,3.500323947,1534.8,Valid,Valid,Valid,Valid
ORD002215,CUST03346,Ishaan Pillai,ishaan.pillai403@yahoo.com,9390469558,Not Available,Beauty,Foundation,1,568.28,10,Credit Card,20-03-2022,Delivered,3,3.500323947,511.45,Valid,Valid,Valid,Valid
ORD000414,CUST02932,Gaurav Patel,gaurav.patel179@gmail.com,8933232265,Mumbai,Automotive,Tire Inflator,8,262.86,0,Wallet,19-08-2023,Delivered,5,3.500323947,2102.88,Valid,Valid,Valid,Valid
ORD000603,CUST02787,Aarav Verma,aarav.verma211@gmail.com,8773085974,Chennai,Furniture,Bed Frame,5,5177.44,25,Wallet,13-05-2022,shipped  ,5,3.500323947,19415.4,Valid,Valid,Valid,Valid
ORD019601,CUST00450,Rajan Joshi,double@@test.com,Not Available,Chennai,Home Decor,Candle Set,1,972.76,0,Net Banking,27-12-2024,Returned,5,3.500323947,972.76,Valid,Valid,Valid,Valid
ORD007146,CUST02573,Meera Hegde,meera.hegde511@yahoo.com,9214970641,Chennai,Home Decor,Curtains,8,1658.42,0,Net Banking,27-08-2022,Delivered,4,3.500323947,13267.36,Valid,Valid,Valid,Valid
ORD007781,CUST00910,Sandeep Kumar,sandeep.kumar165@gmail.com,9647179094,Jaipur,Automotive,Car Cover,2,1062.09,0,Net Banking,18-01-2023,Delivered,4,3.500323947,2124.18,Valid,Valid,Valid,Valid
ORD007115,CUST03580,Rajan Nair,rajan.nair528@gmail.com,9557186670,Lucknow,Home Decor,Mirror,9,450.63,5,Net Banking,22-12-2022,Cancelled,2,3.500323947,3852.89,Valid,Valid,Valid,Valid
ORD016486,CUST02798,Arjun Patel,arjun.patel29@gmail.com,9491833966,Jaipur,Furniture,Dining Table,2,3377.03,25,Debit Card,14-09-2023,Delivered,4,3.500323947,5065.55,Valid,Valid,Valid,Valid
ORD013349,CUST02726,Pooja Reddy,pooja.reddy706@gmail.com,9279986997,Surat,Books,AI Primer,5,402.25,25,Net Banking,19-09-2023,Shipped,5,3.500323947,1508.44,Valid,Valid,Valid,Valid
ORD009661,CUST04100,Priya Menon,priya.menon812@yahoo.com,9938953416,Bengaluru,Automotive,Floor Mat,9,985.52,5,Wallet,20-03-2023,Delivered,5,3.500323947,8426.2,Valid,Valid,Valid,Valid
ORD015290,CUST04844,Meera Kumar,double@@test.com,N/A,Lucknow,Electronics,Tablet,8,1899.61,25,Debit Card,30-08-2022,Delivered,4,3.500323947,11397.66,Valid,Valid,Valid,Valid
ORD018555,CUST00098,Hank Rao,hank.rao945@gmail.com,9892310848,Ahmedabad,Groceries,Oil 1L,7,176.29,15,Debit Card,28-04-2024,Delivered,3,3.500323947,1048.93,Valid,Valid,Valid,Valid
ORD019744,CUST00355,Amit Menon,amit.menon481@yahoo.com,phone number,Hyderabad,Home Decor,Mirror,3,1653.78,5,Wallet,22-02-2024,Shipped,5,3.500323947,4713.27,Valid,Valid,Valid,Valid
ORD003784,CUST04254,Nikhil Pillai,nikhil.pillai770@gmail.com,9915846277,Lucknow,Toys,Toy Train,2,1022.51,0,UPI,28-01-2023,Delivered,0,3.500323947,2045.02,Valid,Valid,Invalid,Valid
ORD002650,CUST04859,Anjali Menon,anjali.menon221@yahoo.com,9271907549,Hyderabad,Automotive,Phone Mount,4,277.95,25,Net Banking,11-02-2024,Processing,3,3.500323947,833.85,Valid,Valid,Valid,Valid
ORD009760,CUST03335,Bob Pillai,spaces in@email.com,9732627724,Surat,Books,Python Basics,9,536.75,20,Wallet,12-07-2022,Shipped,4,3.500323947,3864.6,Valid,Valid,Valid,Valid
ORD000600,CUST04892,Charlie Kapoor,charlie.kapoor199@yahoo.com,9768665012,Pune,Sports,Skipping Rope,8,1378.87,15,Cash on Delivery,26-06-2023,Shipped,5,3.500323947,9376.32,Valid,Valid,Valid,Valid
ORD003004,CUST04164,Sanjay Verma,sanjay.verma133@yahoo.com,9416437853,Kolkata,Clothing,Saree,5,1196.31,0,Cash on Delivery,11-11-2022,Delivered,2,3.500323947,5981.55,Valid,Valid,Valid,Valid
ORD006262,CUST03914,Eve Joshi,eve.joshi727@gmail.com,9152191401,Hyderabad,Furniture,Desk,1,6969.59,5,Cash on Delivery,21-08-2022,Delivered,0,3.500323947,6621.11,Valid,Valid,Invalid,Valid
ORD007676,CUST04077,Not Available,tanvi.verma439@yahoo.com,9166765395,Pune,Furniture,Desk,1,2408.27,10,Wallet,24-12-2024,Delivered,5,3.500323947,2167.44,Valid,Valid,Valid,Valid
ORD015565,CUST04127,Harsha Verma,harsha.verma133@gmail.com,9573902924,Pune,Toys,Puzzle,4,1450.1,0,Net Banking,16-06-2024,Shipped,4,3.500323947,5800.4,Valid,Valid,Valid,Valid
ORD008729,CUST01600,Vikas Kumar,vikas.kumar881@yahoo.com,9317343350,Pune,Books,Finance 101,10,769.31,25,Cash on Delivery,04-02-2024,Delivered,5,3.500323947,5769.83,Valid,Valid,Valid,Valid
ORD018839,CUST01955,Vikas Bose,vikas.bose448@yahoo.com,9488166219,Ahmedabad,Sports,Swimming Goggles,1,976.81,10,UPI,21-05-2024,Delivered,3,3.500323947,879.13,Valid,Valid,Valid,Valid
ORD016943,CUST04551,Harsha Kapoor,harsha.kapoor550@yahoo.com,9138185074,Bengaluru,Electronics,Router,1,1288.56,20,Debit Card,26-03-2022,Delivered,5,3.500323947,1030.85,Valid,Valid,Valid,Valid
ORD009124,CUST02448,Jack Iyer,jack.iyer640@gmail.com,9979383468,Indore,Beauty,Moisturizer,10,893.69,25,Debit Card,15-07-2023,Returned,5,3.500323947,6702.68,Valid,Valid,Valid,Valid
ORD006275,CUST02958,Sandeep Menon,sandeep.menon51@gmail.com,9169203498,Lucknow,Books,Python Basics,8,752.54,0,Cash on Delivery,19-10-2024,Delivered,5,3.500323947,6020.32,Valid,Valid,Valid,Valid
ORD004286,CUST01713,Gaurav Joshi,gaurav.joshi344@yahoo.com,8409388876,Kolkata,Groceries,Oil 1L,2,321.86,25,Cash on Delivery,15-05-2022,Cancelled,3,3.500323947,482.79,Valid,Valid,Valid,Valid
ORD018548,CUST01183,Nikhil Shah,nikhil.shah780@yahoo.com,9106748906,Ahmedabad,Furniture,Bookshelf,8,2888.67,25,Credit Card,24-06-2022,Delivered,3,3.500323947,17332.02,Valid,Valid,Valid,Valid
ORD006659,CUST00170,Diana Kumar,diana.kumar117@gmail.com,9154067114,Lucknow,Clothing,T-Shirt,4,1182.82,25,Cash on Delivery,26-10-2024,Delivered,3,3.500323947,3548.46,Valid,Valid,Valid,Valid
ORD007879,CUST01486,Rohit Das,rohit.das76@gmail.com,9628400933,Pune,Beauty,Hair Oil,3,264.48,0,Net Banking,28-05-2023,Delivered,4,3.500323947,793.44,Valid,Valid,Valid,Valid
ORD011485,CUST01826,Meera Reddy,meera.reddy955@gmail.com,9179238643,Surat,Clothing,Jacket,2,818.39,10,Net Banking,15-08-2023,Shipped,4,3.500323947,1473.1,Valid,Valid,Valid,Valid
ORD010147,CUST04562,Grace Sharma,grace.sharma25@gmail.com,9878610379,Lucknow,Home Decor,Clock,10,1792.27,5,Wallet,05-09-2024,Delivered,2,3.500323947,17026.57,Valid,Valid,Valid,Valid
ORD001240,CUST04159,Sanjay Nair,sanjay.nair681@gmail.com,9430030499,Chennai,Clothing,Jeans,8,1199.14,20,Cash on Delivery,15-05-2024,Delivered,4,3.500323947,7674.5,Valid,Valid,Valid,Valid
ORD010885,CUST00168,Kavya Nair,kavya.nair790@gmail.com,9315892657,Surat,Sports,Badminton Set,3,636.96,0,UPI,17-01-2024,Delivered,4,3.500323947,1910.88,Valid,Valid,Valid,Valid
ORD012506,CUST02346,Zara Patel,zara.patel332@gmail.com,9529346937,Mumbai,Books,SQL Handbook,9,291.6,0,Net Banking,16-04-2023,Delivered,3,3.500323947,2624.4,Valid,Valid,Valid,Valid
ORD009149,CUST01959,Eve Verma,eve.verma518@yahoo.com,8847314398,Ahmedabad,Sports,Football,1,507.27,20,Debit Card,31-03-2024,Cancelled,5,3.500323947,405.82,Valid,Valid,Valid,Valid
ORD010377,CUST04589,Arjun Malhotra,arjun.malhotra700@yahoo.com,9942472260,Chennai,Sports,Cycling Helmet,3,1569.36,0,Net Banking,17-09-2023,Delivered,2,3.500323947,4708.08,Valid,Valid,Valid,Valid
ORD000741,CUST02545,Nikhil Das,nikhil.das327@gmail.com,9561098796,Banglaore,Furniture,Coffee Table,5,3950.8,10,Debit Card,01-01-2022,Delivered,5,3.500323947,17778.6,Valid,Valid,Valid,Valid
ORD012667,CUST00643,Divya Singh,divya.singh840@gmail.com,9739735800,Indore,Toys,Building Blocks,9,1267.63,15,Debit Card,21-11-2022,Delivered,4,3.500323947,9697.37,Valid,Valid,Valid,Valid
ORD007184,CUST00876,Pooja Rao,pooja.rao399@gmail.com,9515852065,Jaipur,Clothing,Salwar,7,1465.52,0,Credit Card,27-01-2024,Shipped,3,3.500323947,10258.64,Valid,Valid,Valid,Valid
ORD003821,CUST02038,Amit Nair,amit.nair89@gmail.com,9519038965,Kanpur,Furniture,TV Stand,7,7189.73,25,Net Banking,26-02-2023,Delivered,4,3.500323947,37746.08,Valid,Valid,Valid,Valid
ORD014087,CUST01947,Rohit Menon,rohit.menon491@yahoo.com,9312739241,Ahmedabad,Sports,Cricket Bat,7,1517.7,20,UPI,09-10-2024,Delivered,2,3.500323947,8499.12,Valid,Valid,Valid,Valid
